dipeptide,count_lnc,count_proteome,log2_fold_change_lnc_over_proteome,fisher_p_two_sided,q_value_fdr_bh,category,peptide_fasta,peptide_set
MQ,105,10231,0.10902175085623637,0.44546228739293475,0.4881778491977367,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MR,200,11607,0.8533413761377406,3.418588785870231e-14,1.327607295483585e-13,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MS,246,17665,0.545449483470569,2.424982575800001e-08,5.84333150795181e-08,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MT,115,12637,-0.06502182012483758,0.6470858804218829,0.6847469634093998,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MV,111,15317,-0.3933407208075424,0.0030837701556361372,0.004568548378720204,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MW,46,2807,0.7927411139569123,0.0006540692391248213,0.0010507136371483072,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MY,44,6609,-0.5059393814333775,0.015784856132153316,0.02097655299953929,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NA,111,22800,-0.9672253315845563,2.8987806683048586e-15,1.2741893047493883e-14,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NC,124,9594,0.44066263260378524,0.0013430083784188853,0.0020821835324323803,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
ND,57,16801,-1.4821597577792915,1.1737615238191783e-20,7.452454119486846e-20,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NE,91,24911,-1.3801718245422423,3.046603453554168e-27,3.0466034535541676e-26,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NF,82,16560,-0.9404837869793147,5.2682755605880977e-11,1.5726195703248053e-10,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NG,201,26984,-0.35655469652191213,0.00030508719253369065,0.0005063687842882833,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NH,79,10757,-0.3715196544144726,0.019419509797090576,0.025468209569954853,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NI,136,23624,-0.7265864242749768,2.0165022267276006e-10,5.680287962612959e-10,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NK,123,24545,-0.926151093009108,2.1141160049943025e-15,9.396071133308011e-15,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NL,248,42479,-0.7087245130186169,6.159968115068706e-17,3.079984057534353e-16,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NM,48,9224,-0.8626895465388059,4.6697384568674635e-06,9.023649192014422e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NN,101,16955,-0.6754771807892068,4.597589661567797e-07,9.994760133843038e-07,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NP,193,24742,-0.28986129189219484,0.004357596652965376,0.006361454967832666,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NQ,134,18593,-0.40239577245313785,0.0008693374983228719,0.0013744466376646195,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NR,207,20587,0.07613910687005179,0.4511875666260847,0.49310116571156803,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NS,221,35191,-0.6031238895868434,3.7364439509609946e-11,1.1237425416424044e-10,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NT,138,21826,-0.5913984081092669,3.285006234852617e-07,7.18034149694561e-07,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NV,107,24393,-1.117363691912853,6.272819727520228e-20,3.744967001504614e-19,depleted,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NW,58,5134,0.2530092519892549,0.19634042204467772,0.2276410690373075,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
NY,63,12587,-0.9223668608724994,1.7734164202736778e-08,4.299191321875582e-08,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
PA,902,57707,0.7099645203257021,1.7968567287259183e-42,5.133876367788338e-41,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
PC,230,13913,0.7930777894193456,2.602137507874773e-14,1.0204460815195188e-13,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
PD,222,31703,-0.4460403632266652,1.4916424889729914e-06,3.028715713650744e-06,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
